"ID";"WijkenEnBuurten";"Gemeentenaam_1";"SoortRegio_2";"Codering_3";"IndelingswijzigingWijkenEnBuurten_4";"AantalInwoners_5";"Mannen_6";"Vrouwen_7";"k_0Tot15Jaar_8";"k_15Tot25Jaar_9";"k_25Tot45Jaar_10";"k_45Tot65Jaar_11";"k_65JaarOfOuder_12";"Ongehuwd_13";"Gehuwd_14";"Gescheiden_15";"Verweduwd_16";"WestersTotaal_17";"NietWestersTotaal_18";"Marokko_19";"NederlandseAntillenEnAruba_20";"Suriname_21";"Turkije_22";"OverigNietWesters_23";"GeboorteTotaal_24";"GeboorteRelatief_25";"SterfteTotaal_26";"SterfteRelatief_27";"HuishoudensTotaal_28";"Eenpersoonshuishoudens_29";"HuishoudensZonderKinderen_30";"HuishoudensMetKinderen_31";"GemiddeldeHuishoudensgrootte_32";"Bevolkingsdichtheid_33";"Woningvoorraad_34";"GemiddeldeWOZWaardeVanWoningen_35";"PercentageEengezinswoning_36";"PercentageMeergezinswoning_37";"PercentageBewoond_38";"PercentageOnbewoond_39";"Koopwoningen_40";"HuurwoningenTotaal_41";"InBezitWoningcorporatie_42";"InBezitOverigeVerhuurders_43";"EigendomOnbekend_44";"BouwjaarVoor2000_45";"BouwjaarVanaf2000_46";"GemiddeldElektriciteitsverbruikTotaal_47";"Appartement_48";"Tussenwoning_49";"Hoekwoning_50";"TweeOnderEenKapWoning_51";"VrijstaandeWoning_52";"Huurwoning_53";"EigenWoning_54";"GemiddeldAardgasverbruikTotaal_55";"Appartement_56";"Tussenwoning_57";"Hoekwoning_58";"TweeOnderEenKapWoning_59";"VrijstaandeWoning_60";"Huurwoning_61";"EigenWoning_62";"PercentageWoningenMetStadsverwarming_63";"OpleidingsniveauLaag_64";"OpleidingsniveauMiddelbaar_65";"OpleidingsniveauHoog_66";"Nettoarbeidsparticipatie_67";"PercentageWerknemers_68";"PercentageZelfstandigen_69";"AantalInkomensontvangers_70";"GemiddeldInkomenPerInkomensontvanger_71";"GemiddeldInkomenPerInwoner_72";"k_40PersonenMetLaagsteInkomen_73";"k_20PersonenMetHoogsteInkomen_74";"GemGestandaardiseerdInkomenVanHuish_75";"k_40HuishoudensMetLaagsteInkomen_76";"k_20HuishoudensMetHoogsteInkomen_77";"HuishoudensMetEenLaagInkomen_78";"HuishOnderOfRondSociaalMinimum_79";"HuishoudensTot110VanSociaalMinimum_80";"HuishoudensTot120VanSociaalMinimum_81";"MediaanVermogenVanParticuliereHuish_82";"PersonenPerSoortUitkeringBijstand_83";"PersonenPerSoortUitkeringAO_84";"PersonenPerSoortUitkeringWW_85";"PersonenPerSoortUitkeringAOW_86";"JongerenMetJeugdzorgInNatura_87";"PercentageJongerenMetJeugdzorg_88";"WmoClienten_89";"WmoClientenRelatief_90";"BedrijfsvestigingenTotaal_91";"ALandbouwBosbouwEnVisserij_92";"BFNijverheidEnEnergie_93";"GIHandelEnHoreca_94";"HJVervoerInformatieEnCommunicatie_95";"KLFinancieleDienstenOnroerendGoed_96";"MNZakelijkeDienstverlening_97";"OQOverheidOnderwijsEnZorg_98";"RUCultuurRecreatieOverigeDiensten_99";"PersonenautoSTotaal_100";"PersonenautoSBrandstofBenzine_101";"PersonenautoSOverigeBrandstof_102";"PersonenautoSPerHuishouden_103";"PersonenautoSNaarOppervlakte_104";"Motorfietsen_105";"AfstandTotHuisartsenpraktijk_106";"AfstandTotGroteSupermarkt_107";"AfstandTotKinderdagverblijf_108";"AfstandTotSchool_109";"ScholenBinnen3Km_110";"OppervlakteTotaal_111";"OppervlakteLand_112";"OppervlakteWater_113";"MeestVoorkomendePostcode_114";"Dekkingspercentage_115";"MateVanStedelijkheid_116";"Omgevingsadressendichtheid_117"
"10119";"BU09350401";"Maastricht                              ";"Buurt     ";"BU09350401";"1";"2805";"1340";"1470";"300";"655";"725";"645";"480";"1625";"795";"255";"125";"690";"495";"55";"20";"15";"105";"305";;;;;"1630";"935";"365";"325";"1.7";"8511";"1425";"215";"52";"48";"96";"4";"29";"71";"53";"17";"0";"77";"23";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"240";"0";"25";"40";"25";"15";"65";"45";"20";"930";"790";"140";"0.6";"2817";"45";;;;;;"33";"33";"0";"      6221";"1";"1";"3373"
"10120";"BU09350402";"Maastricht                              ";"Buurt     ";"BU09350402";"1";"5530";"2620";"2910";"705";"1130";"1465";"1420";"810";"3240";"1545";"535";"205";"1200";"1015";"185";"40";"15";"165";"610";;;;;"3060";"1655";"700";"710";"1.8";"4925";"2722";"213";"58";"42";"95";"5";"28";"71";"48";"24";"1";"78";"22";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"475";"0";"45";"105";"40";"20";"90";"95";"80";"1725";"1515";"210";"0.6";"1535";"110";;;;;;"115";"112";"3";"      6224";"4";"1";"2951"
"10121";"BU09350403";"Maastricht                              ";"Buurt     ";"BU09350403";"1";"3105";"1550";"1560";"395";"545";"840";"760";"570";"1820";"780";"350";"155";"535";"540";"70";"30";"15";"45";"385";;;;;"1855";"1080";"385";"380";"1.7";"2422";"1701";"180";"49";"51";"97";"3";"16";"84";"64";"20";"0";"96";"4";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"220";"0";"30";"45";"20";"15";"50";"25";"30";"1065";"975";"90";"0.6";"831";"70";;;;;;"128";"128";"0";"      6222";"1";"3";"1498"
"10122";"BU09350404";"Maastricht                              ";"Buurt     ";"BU09350404";"1";"1930";"955";"975";"195";"635";"360";"430";"305";"1160";"520";"165";"80";"305";"235";"45";"10";"5";"15";"165";;;;;"1175";"730";"245";"200";"1.6";"1577";"806";"211";"76";"24";"97";"3";"32";"68";"51";"17";"0";"89";"11";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"130";"0";"20";"35";"15";"0";"25";"20";"15";"625";"575";"50";"0.5";"511";"65";;;;;;"132";"122";"9";"      6222";"1";"4";"984"
"10123";"BU09350405";"Maastricht                              ";"Buurt     ";"BU09350405";"1";"6555";"3105";"3450";"790";"1335";"1465";"1620";"1350";"3620";"2140";"480";"315";"1430";"590";"40";"30";"20";"40";"455";;;;;"3575";"1925";"915";"730";"1.8";"1780";"3265";"297";"54";"46";"93";"7";"54";"46";"18";"28";"0";"90";"10";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"730";"5";"35";"115";"40";"55";"195";"205";"85";"2680";"2265";"415";"0.7";"728";"140";;;;;;"368";"368";"0";"      6226";"3";"1";"2557"
"10124";"BU09350406";"Maastricht                              ";"Buurt     ";"BU09350406";"1";"6450";"3095";"3360";"850";"950";"1095";"1950";"1610";"2700";"2835";"455";"460";"920";"520";"20";"10";"15";"35";"435";;;;;"2970";"1085";"935";"950";"2.1";"1416";"2765";"329";"80";"20";"96";"4";"68";"31";"24";"7";"0";"87";"13";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"620";"0";"60";"80";"35";"50";"165";"150";"85";"2955";"2595";"360";"1";"649";"205";;;;;;"457";"455";"2";"      6225";"1";"3";"1015"
"10125";"WK093505  ";"Maastricht                              ";"Wijk      ";"WK093505  ";"1";"2690";"1365";"1320";"280";"270";"570";"800";"770";"1075";"1210";"210";"190";"370";"80";"10";"10";"0";"5";"55";;;;;"1380";"525";"505";"345";"1.9";"300";"1314";"259";"88";"12";"97";"3";"71";"29";"15";"14";"0";"96";"4";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"545";"10";"115";"135";"40";"40";"115";"50";"40";"1600";"1370";"230";"1.2";"179";"165";;;;;;"1052";"894";"158";"         .";;"5";"277"
"10126";"BU09350500";"Maastricht                              ";"Buurt     ";"BU09350500";"1";"15";"15";"5";"0";"5";"10";"0";"0";"10";"5";"0";"0";"5";"5";"0";"0";"0";"0";"5";;;;;"10";"10";"5";"5";"1.6";"9";"17";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"285";"0";"80";"100";"25";"30";"45";"5";"5";"145";"100";"50";;;"5";;;;;;"222";"204";"18";"      6222";"1";"5";"247"
"10127";"BU09350501";"Maastricht                              ";"Buurt     ";"BU09350501";"1";"1740";"870";"865";"180";"175";"390";"475";"515";"720";"765";"145";"120";"265";"55";"5";"5";"0";"5";"40";;;;;"900";"345";"330";"225";"1.9";"589";"849";"232";"85";"15";"98";"2";"65";"34";"19";"15";"1";"95";"5";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"140";"5";"20";"20";"5";"5";"35";"20";"25";"910";"805";"110";"1";"309";"75";;;;;;"363";"295";"67";"      6223";"1";"5";"350"
"10128";"BU09350502";"Maastricht                              ";"Buurt     ";"BU09350502";"1";"905";"465";"440";"90";"90";"170";"310";"245";"340";"430";"65";"70";"100";"20";"5";"5";"5";"0";"10";;;;;"450";"160";"170";"120";"2";"368";"435";"285";"95";"5";"97";"3";"82";"18";"9";"9";"0";"97";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"95";"0";"15";"15";"10";"5";"25";"15";"10";"525";"455";"70";"1.2";"213";"85";;;;;;"317";"246";"71";"      6223";"1";"5";"146"
"10129";"BU09350503";"Maastricht                              ";"Buurt     ";"BU09350503";"1";"20";"10";"10";"0";"0";"5";"10";"10";"10";"10";"5";"5";"5";"0";"0";"0";"0";"0";"0";;;;;"15";"10";"5";"0";"1.3";"14";"13";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"30";"0";"0";"0";"0";"0";"10";"10";"0";"15";"10";"5";;;"0";;;;;;"150";"149";"2";"      6222";"1";"5";"240"
"10130";"WK093506  ";"Maastricht                              ";"Wijk      ";"WK093506  ";"1";"20815";"10115";"10700";"2345";"2930";"5295";"5715";"4525";"10355";"7580";"1870";"1015";"3910";"2165";"175";"185";"80";"170";"1555";;;;;"11035";"5295";"3120";"2620";"1.8";"2150";"10476";"239";"60";"40";"95";"5";"48";"51";"34";"17";"0";"94";"6";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2010";"5";"210";"400";"145";"120";"455";"430";"240";"9040";"7895";"1145";"0.8";"933";"515";;;;;;"1090";"968";"122";"         .";;"2";"1727"
"10131";"BU09350600";"Maastricht                              ";"Buurt     ";"BU09350600";"1";"2145";"1040";"1105";"160";"430";"610";"535";"410";"1235";"645";"175";"90";"525";"300";"15";"25";"10";"25";"230";;;;;"1385";"875";"315";"195";"1.6";"798";"1192";"249";"38";"62";"82";"18";"45";"55";"14";"40";"1";"100";"0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"530";"0";"55";"105";"45";"50";"135";"105";"30";"1025";"805";"220";"0.7";"382";"50";;;;;;"278";"269";"9";"      6229";"1";"2";"1920"
"10132";"BU09350601";"Maastricht                              ";"Buurt     ";"BU09350601";"1";"4380";"2075";"2305";"425";"630";"1015";"1330";"975";"2275";"1475";"410";"225";"750";"405";"40";"25";"10";"20";"305";;;;;"2190";"1055";"590";"545";"1.8";"2836";"2227";"234";"58";"42";"96";"4";"44";"56";"42";"14";"0";"92";"8";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"320";"0";"20";"45";"25";"25";"80";"80";"40";"1765";"1575";"190";"0.8";"1142";"100";;;;;;"267";"155";"112";"      6229";"1";"3";"1285"
"10133";"BU09350602";"Maastricht                              ";"Buurt     ";"BU09350602";"1";"7310";"3545";"3765";"855";"1005";"1845";"1875";"1725";"3525";"2765";"640";"375";"1365";"670";"70";"35";"35";"60";"465";;;;;"3930";"1835";"1160";"935";"1.9";"3423";"3651";"236";"66";"34";"96";"4";"47";"53";"35";"18";"0";"95";"5";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"605";"0";"75";"125";"35";"25";"125";"120";"100";"3115";"2795";"320";"0.8";"1458";"190";;;;;;"214";"214";"0";"      6227";"1";"2";"2066"
"10134";"BU09350603";"Maastricht                              ";"Buurt     ";"BU09350603";"1";"5905";"2945";"2965";"750";"735";"1690";"1610";"1120";"2920";"2210";"565";"210";"1085";"705";"55";"95";"25";"55";"480";;;;;"3095";"1410";"905";"780";"1.9";"4178";"2990";"208";"62";"38";"98";"2";"52";"48";"39";"9";"0";"100";"0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"435";"0";"50";"110";"35";"15";"65";"95";"65";"2655";"2345";"310";"0.9";"1879";"155";;;;;;"141";"141";"0";"      6228";"1";"2";"1539"
"10135";"BU09350604";"Maastricht                              ";"Buurt     ";"BU09350604";"1";"1070";"510";"560";"145";"125";"140";"365";"300";"400";"485";"75";"115";"190";"85";"0";"5";"0";"5";"75";;;;;"430";"125";"145";"160";"2.3";"565";"416";"491";"70";"30";"97";"3";"72";"28";"0";"28";"0";"31";"69";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"120";"5";"5";"15";"5";"15";"45";"30";"10";"480";"375";"105";"1.1";"252";"25";;;;;;"190";"190";"0";"      6228";"3";"2";"1601"
