"ID";"WijkenEnBuurten";"Gemeentenaam_1";"SoortRegio_2";"Codering_3";"IndelingswijzigingWijkenEnBuurten_4";"AantalInwoners_5";"Mannen_6";"Vrouwen_7";"k_0Tot15Jaar_8";"k_15Tot25Jaar_9";"k_25Tot45Jaar_10";"k_45Tot65Jaar_11";"k_65JaarOfOuder_12";"Ongehuwd_13";"Gehuwd_14";"Gescheiden_15";"Verweduwd_16";"WestersTotaal_17";"NietWestersTotaal_18";"Marokko_19";"NederlandseAntillenEnAruba_20";"Suriname_21";"Turkije_22";"OverigNietWesters_23";"GeboorteTotaal_24";"GeboorteRelatief_25";"SterfteTotaal_26";"SterfteRelatief_27";"HuishoudensTotaal_28";"Eenpersoonshuishoudens_29";"HuishoudensZonderKinderen_30";"HuishoudensMetKinderen_31";"GemiddeldeHuishoudensgrootte_32";"Bevolkingsdichtheid_33";"Woningvoorraad_34";"GemiddeldeWOZWaardeVanWoningen_35";"PercentageEengezinswoning_36";"PercentageMeergezinswoning_37";"PercentageBewoond_38";"PercentageOnbewoond_39";"Koopwoningen_40";"HuurwoningenTotaal_41";"InBezitWoningcorporatie_42";"InBezitOverigeVerhuurders_43";"EigendomOnbekend_44";"BouwjaarVoor2000_45";"BouwjaarVanaf2000_46";"GemiddeldElektriciteitsverbruikTotaal_47";"Appartement_48";"Tussenwoning_49";"Hoekwoning_50";"TweeOnderEenKapWoning_51";"VrijstaandeWoning_52";"Huurwoning_53";"EigenWoning_54";"GemiddeldAardgasverbruikTotaal_55";"Appartement_56";"Tussenwoning_57";"Hoekwoning_58";"TweeOnderEenKapWoning_59";"VrijstaandeWoning_60";"Huurwoning_61";"EigenWoning_62";"PercentageWoningenMetStadsverwarming_63";"OpleidingsniveauLaag_64";"OpleidingsniveauMiddelbaar_65";"OpleidingsniveauHoog_66";"Nettoarbeidsparticipatie_67";"PercentageWerknemers_68";"PercentageZelfstandigen_69";"AantalInkomensontvangers_70";"GemiddeldInkomenPerInkomensontvanger_71";"GemiddeldInkomenPerInwoner_72";"k_40PersonenMetLaagsteInkomen_73";"k_20PersonenMetHoogsteInkomen_74";"GemGestandaardiseerdInkomenVanHuish_75";"k_40HuishoudensMetLaagsteInkomen_76";"k_20HuishoudensMetHoogsteInkomen_77";"HuishoudensMetEenLaagInkomen_78";"HuishOnderOfRondSociaalMinimum_79";"HuishoudensTot110VanSociaalMinimum_80";"HuishoudensTot120VanSociaalMinimum_81";"MediaanVermogenVanParticuliereHuish_82";"PersonenPerSoortUitkeringBijstand_83";"PersonenPerSoortUitkeringAO_84";"PersonenPerSoortUitkeringWW_85";"PersonenPerSoortUitkeringAOW_86";"JongerenMetJeugdzorgInNatura_87";"PercentageJongerenMetJeugdzorg_88";"WmoClienten_89";"WmoClientenRelatief_90";"BedrijfsvestigingenTotaal_91";"ALandbouwBosbouwEnVisserij_92";"BFNijverheidEnEnergie_93";"GIHandelEnHoreca_94";"HJVervoerInformatieEnCommunicatie_95";"KLFinancieleDienstenOnroerendGoed_96";"MNZakelijkeDienstverlening_97";"OQOverheidOnderwijsEnZorg_98";"RUCultuurRecreatieOverigeDiensten_99";"PersonenautoSTotaal_100";"PersonenautoSBrandstofBenzine_101";"PersonenautoSOverigeBrandstof_102";"PersonenautoSPerHuishouden_103";"PersonenautoSNaarOppervlakte_104";"Motorfietsen_105";"AfstandTotHuisartsenpraktijk_106";"AfstandTotGroteSupermarkt_107";"AfstandTotKinderdagverblijf_108";"AfstandTotSchool_109";"ScholenBinnen3Km_110";"OppervlakteTotaal_111";"OppervlakteLand_112";"OppervlakteWater_113";"MeestVoorkomendePostcode_114";"Dekkingspercentage_115";"MateVanStedelijkheid_116";"Omgevingsadressendichtheid_117"
"10094";"BU09350100";"Maastricht                              ";"Buurt     ";"BU09350100";"1";"3150";"1470";"1685";"430";"435";"525";"875";"885";"1430";"1320";"215";"185";"705";"145";"0";"15";"10";"15";"115";;;;;"1560";"655";"515";"385";"2";"3960";"1503";"504";"68";"32";"93";"7";"74";"25";"4";"21";"1";"98";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"550";"0";"20";"55";"25";"65";"180";"135";"70";"1530";"1220";"305";"1";"1919";"60";;;;;;"101";"80";"21";"      6212";"1";"2";"1968"
"10095";"BU09350101";"Maastricht                              ";"Buurt     ";"BU09350101";"1";"1230";"590";"640";"195";"145";"225";"380";"285";"585";"480";"100";"70";"215";"55";"0";"5";"5";"0";"35";;;;;"575";"200";"195";"180";"2.1";"3946";"557";"420";"90";"10";"96";"4";"74";"26";"14";"11";"1";"100";"0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"190";"0";"15";"15";"10";"20";"55";"40";"25";"565";"465";"100";"1";"1810";"55";;;;;;"31";"31";"0";"      6212";"1";"2";"1999"
"10096";"BU09350102";"Maastricht                              ";"Buurt     ";"BU09350102";"1";"1910";"910";"1000";"240";"445";"365";"395";"470";"1035";"655";"105";"115";"540";"135";"5";"5";"0";"15";"110";;;;;"1080";"590";"275";"215";"1.8";"3426";"1181";"332";"50";"50";"88";"12";"46";"54";"1";"53";"0";"100";"0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"230";"0";"10";"25";"15";"30";"65";"55";"30";"750";"595";"155";"0.7";"1345";"45";;;;;;"56";"56";"0";"      6213";"1";"2";"2402"
"10097";"BU09350103";"Maastricht                              ";"Buurt     ";"BU09350103";"1";"1210";"560";"650";"100";"85";"200";"270";"555";"415";"510";"105";"185";"190";"30";"0";"0";"5";"10";"20";;;;;"605";"275";"220";"105";"1.8";"3093";"619";"394";"58";"42";"95";"5";"66";"34";"0";"34";"0";"99";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"125";"0";"10";"10";"5";"15";"45";"25";"15";"595";"485";"110";"1";"1514";"25";;;;;;"39";"39";"0";"      6213";"1";"2";"1841"
"10098";"BU09350104";"Maastricht                              ";"Buurt     ";"BU09350104";"1";"1450";"675";"775";"220";"135";"285";"370";"440";"615";"635";"125";"70";"235";"55";"5";"0";"5";"5";"40";;;;;"670";"205";"255";"205";"2.2";"2663";"673";"313";"87";"13";"95";"5";"67";"33";"15";"19";"0";"94";"6";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"155";"5";"15";"15";"10";"10";"40";"35";"30";"730";"620";"105";"1.1";"1336";"30";;;;;;"54";"54";"0";"      6213";"2";"3";"1086"
"10099";"BU09350105";"Maastricht                              ";"Buurt     ";"BU09350105";"1";"145";"70";"75";"15";"20";"20";"50";"45";"60";"70";"5";"10";"35";"0";"0";"0";"0";"0";"0";;;;;"70";"35";"25";"15";"2";"24";"62";"713";"89";"11";"94";"6";"82";"18";"0";"18";"0";"95";"5";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"80";"0";"5";"10";"5";"5";"25";"10";"15";"95";"70";"25";"1.3";"16";"15";;;;;;"633";"606";"27";"      6212";"3";"4";"530"
"10100";"WK093502  ";"Maastricht                              ";"Wijk      ";"WK093502  ";"1";"35940";"17100";"18840";"4095";"6045";"8085";"9050";"8665";"18200";"11870";"3660";"2210";"7460";"5045";"885";"195";"110";"745";"3105";;;;;"20105";"10440";"5135";"4530";"1.8";"4062";"18074";"216";"56";"44";"96";"4";"37";"62";"49";"13";"1";"90";"10";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2480";"10";"280";"395";"200";"85";"570";"540";"400";"13560";"12215";"1345";"0.7";"1533";"760";;;;;;"885";"885";"0";"         .";;"2";"2414"
"10101";"BU09350200";"Maastricht                              ";"Buurt     ";"BU09350200";"1";"5655";"2530";"3120";"365";"2055";"1180";"935";"1115";"3765";"1270";"335";"290";"2040";"860";"85";"25";"15";"90";"640";;;;;"3955";"2850";"695";"410";"1.4";"6176";"2496";"234";"39";"61";"93";"7";"38";"61";"30";"31";"2";"98";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"525";"0";"35";"90";"40";"15";"125";"140";"80";"1545";"1360";"185";"0.4";"1689";"85";;;;;;"92";"92";"0";"      6217";"4";"1";"3329"
"10102";"BU09350201";"Maastricht                              ";"Buurt     ";"BU09350201";"1";"4730";"2190";"2545";"525";"1005";"1180";"1100";"925";"2840";"1135";"540";"220";"1220";"710";"100";"25";"15";"55";"515";;;;;"2920";"1755";"620";"545";"1.6";"8684";"2511";"210";"63";"37";"94";"6";"18";"81";"61";"20";"1";"88";"12";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"430";"0";"30";"70";"30";"15";"115";"90";"70";"1475";"1335";"140";"0.5";"2707";"85";;;;;;"54";"54";"0";"      6214";"1";"1";"3379"
"10103";"BU09350202";"Maastricht                              ";"Buurt     ";"BU09350202";"1";"2545";"1180";"1365";"265";"400";"645";"545";"685";"1225";"970";"185";"165";"510";"145";"5";"15";"5";"20";"100";;;;;"1390";"625";"485";"280";"1.8";"5212";"1290";"231";"56";"44";"97";"3";"77";"22";"0";"22";"1";"100";"0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"170";"0";"15";"20";"10";"5";"40";"45";"35";"1075";"1000";"75";"0.8";"2205";"70";;;;;;"49";"49";"0";"      6216";"1";"1";"2770"
"10104";"BU09350203";"Maastricht                              ";"Buurt     ";"BU09350203";"1";"2390";"1170";"1220";"355";"270";"660";"635";"470";"1300";"675";"280";"140";"385";"525";"115";"10";"5";"75";"315";;;;;"1280";"630";"280";"370";"1.9";"4785";"1298";"175";"44";"56";"96";"4";"14";"86";"85";"1";"0";"99";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"135";"0";"20";"20";"10";"5";"40";"30";"15";"900";"820";"80";"0.7";"1797";"50";;;;;;"50";"50";"0";"      6216";"1";"2";"2275"
"10105";"BU09350204";"Maastricht                              ";"Buurt     ";"BU09350204";"1";"2080";"1035";"1045";"310";"290";"485";"545";"450";"1070";"630";"255";"125";"335";"535";"135";"10";"5";"95";"295";;;;;"1105";"545";"245";"315";"1.9";"5296";"1095";"178";"44";"56";"97";"3";"16";"83";"81";"2";"1";"98";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"105";"0";"10";"15";"15";"0";"30";"15";"20";"725";"640";"85";"0.7";"1842";"35";;;;;;"39";"39";"0";"      6217";"1";"2";"2491"
"10106";"BU09350205";"Maastricht                              ";"Buurt     ";"BU09350205";"1";"3130";"1510";"1620";"495";"450";"780";"785";"620";"1695";"870";"395";"170";"580";"755";"180";"30";"10";"110";"420";;;;;"1650";"795";"375";"475";"1.9";"5166";"1567";"195";"62";"38";"97";"3";"15";"82";"71";"11";"3";"85";"15";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"180";"0";"25";"45";"20";"5";"30";"30";"30";"1030";"915";"110";"0.6";"1696";"40";;;;;;"61";"61";"0";"      6217";"1";"2";"2063"
"10107";"BU09350206";"Maastricht                              ";"Buurt     ";"BU09350206";"1";"1870";"860";"1010";"185";"185";"320";"490";"690";"695";"765";"165";"245";"270";"115";"5";"10";"5";"20";"70";;;;;"1000";"500";"295";"210";"1.8";"1129";"1051";"266";"56";"44";"93";"7";"56";"44";"38";"5";"0";"73";"27";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"165";"5";"20";"30";"10";"10";"35";"30";"25";"805";"705";"100";"0.8";"486";"55";;;;;;"166";"166";"0";"      6218";"1";"2";"1823"
"10108";"BU09350207";"Maastricht                              ";"Buurt     ";"BU09350207";"1";"5235";"2510";"2730";"645";"445";"1125";"1440";"1585";"2095";"2110";"590";"440";"845";"760";"165";"30";"20";"190";"355";;;;;"2660";"1100";"835";"725";"2";"4018";"2651";"205";"69";"31";"98";"2";"32";"67";"63";"4";"0";"78";"22";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"270";"0";"55";"45";"30";"5";"50";"50";"35";"2220";"2015";"205";"0.8";"1701";"115";;;;;;"130";"130";"0";"      6218";"1";"2";"1718"
"10109";"BU09350208";"Maastricht                              ";"Buurt     ";"BU09350208";"1";"1935";"995";"945";"265";"305";"355";"755";"260";"860";"910";"125";"40";"265";"130";"10";"5";"5";"35";"80";;;;;"730";"105";"265";"360";"2.6";"1441";"713";"358";"91";"9";"99";"1";"90";"10";"0";"10";"0";"62";"38";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"175";"0";"30";"20";"15";"10";"45";"30";"25";"950";"820";"130";"1.3";"707";"70";;;;;;"134";"134";"0";"      6215";"3";"2";"1608"
"10110";"BU09350209";"Maastricht                              ";"Buurt     ";"BU09350209";"1";"6360";"3120";"3240";"685";"650";"1335";"1835";"1865";"2665";"2535";"785";"380";"1005";"510";"90";"25";"25";"55";"315";;;;;"3415";"1540";"1040";"830";"1.9";"5794";"3402";"204";"53";"47";"97";"3";"49";"51";"41";"10";"0";"100";"0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"325";"0";"45";"45";"25";"15";"60";"80";"55";"2840";"2605";"235";"0.8";"2587";"160";;;;;;"110";"110";"0";"      6215";"2";"2";"2035"
"10111";"WK093503  ";"Maastricht                              ";"Wijk      ";"WK093503  ";"1";"2130";"1030";"1100";"215";"300";"470";"630";"515";"1055";"745";"200";"130";"470";"180";"20";"15";"5";"20";"125";;;;;"1205";"610";"345";"245";"1.8";"555";"1024";"245";"59";"41";"96";"4";"41";"59";"43";"17";"0";"86";"14";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"350";"5";"55";"70";"20";"20";"80";"55";"45";"950";"800";"150";"0.8";"248";"55";;;;;;"439";"384";"55";"         .";;"2";"1609"
"10112";"BU09350300";"Maastricht                              ";"Buurt     ";"BU09350300";"1";"1565";"775";"785";"165";"155";"360";"505";"385";"745";"560";"155";"105";"310";"140";"15";"5";"5";"15";"95";;;;;"870";"415";"265";"190";"1.8";"1664";"759";"216";"57";"43";"97";"3";"40";"60";"46";"14";"0";"83";"17";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"150";"0";"15";"20";"10";"5";"35";"35";"30";"685";"605";"80";"0.8";"729";"40";;;;;;"147";"94";"53";"      6219";"1";"3";"1059"
"10113";"BU09350301";"Maastricht                              ";"Buurt     ";"BU09350301";"1";"40";"20";"20";"0";"5";"10";"10";"15";"20";"15";"5";"5";"15";"5";"0";"0";"0";"5";"5";;;;;"25";"15";"5";"0";"1.6";"88";"26";"280";"69";"31";"73";"27";"54";"46";"0";"46";"0";"100";"0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"55";"0";"15";"30";"0";"0";"5";"0";"5";"25";"15";"10";;;"0";;;;;;"47";"47";"0";"      6219";"1";"2";"1537"
"10114";"BU09350302";"Maastricht                              ";"Buurt     ";"BU09350302";"1";"435";"190";"240";"35";"120";"90";"90";"95";"250";"140";"25";"15";"125";"40";"5";"0";"5";"0";"25";;;;;"260";"155";"60";"40";"1.7";"877";"195";"329";"57";"43";"97";"3";"34";"66";"43";"23";"0";"94";"6";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"70";"0";"5";"0";"5";"5";"25";"15";"5";"165";"130";"35";"0.6";"335";"10";;;;;;"51";"50";"2";"      6217";"3";"1";"3751"
"10115";"BU09350303";"Maastricht                              ";"Buurt     ";"BU09350303";"1";"25";"10";"15";"5";"5";"10";"5";"5";"15";"10";"5";"0";"5";"0";"0";"0";"0";"0";"0";;;;;"10";"5";"5";"0";"1.9";"22";"14";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"60";"0";"20";"15";"5";"5";"10";"0";"5";"40";"25";"20";;;"0";;;;;;"113";"113";"0";"      6219";"2";"4";"696"
"10116";"BU09350304";"Maastricht                              ";"Buurt     ";"BU09350304";"1";"70";"35";"35";"5";"15";"5";"25";"15";"35";"25";"5";"5";"15";"0";"0";"0";"0";"0";"0";;;;;"35";"20";"10";"10";"2";"83";"30";"369";"100";"0";"93";"7";"90";"10";"0";"10";"0";"100";"0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"10";;;;;;;;;"30";"25";"10";;;"5";;;;;;"81";"81";"0";"      6218";"1";"5";"375"
"10117";"WK093504  ";"Maastricht                              ";"Wijk      ";"WK093504  ";"1";"30235";"14555";"15680";"3560";"6090";"6995";"7595";"5990";"16490";"9550";"2625";"1565";"5925";"4015";"500";"180";"90";"470";"2780";;;;;"16690";"8990";"4070";"3630";"1.8";"2312";"14978";"249";"57";"43";"94";"6";"39";"60";"37";"23";"1";"88";"12";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2755";"10";"230";"465";"200";"170";"680";"635";"360";"11315";"9900";"1420";"0.7";"865";"695";;;;;;"1321";"1308";"14";"         .";;"2";"2382"
"10118";"BU09350400";"Maastricht                              ";"Buurt     ";"BU09350400";"1";"3860";"1900";"1960";"335";"840";"1045";"770";"870";"2330";"935";"380";"220";"840";"625";"85";"40";"15";"60";"425";;;;;"2430";"1575";"520";"340";"1.6";"4378";"2294";"217";"33";"67";"91";"9";"23";"77";"35";"42";"1";"97";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"340";"0";"25";"50";"25";"15";"95";"90";"45";"1340";"1185";"155";"0.6";"1520";"60";;;;;;"88";"88";"0";"      6224";"1";"1";"3596"
