"ID";"WijkenEnBuurten";"Gemeentenaam_1";"SoortRegio_2";"Codering_3";"IndelingswijzigingWijkenEnBuurten_4";"AantalInwoners_5";"Mannen_6";"Vrouwen_7";"k_0Tot15Jaar_8";"k_15Tot25Jaar_9";"k_25Tot45Jaar_10";"k_45Tot65Jaar_11";"k_65JaarOfOuder_12";"Ongehuwd_13";"Gehuwd_14";"Gescheiden_15";"Verweduwd_16";"WestersTotaal_17";"NietWestersTotaal_18";"Marokko_19";"NederlandseAntillenEnAruba_20";"Suriname_21";"Turkije_22";"OverigNietWesters_23";"GeboorteTotaal_24";"GeboorteRelatief_25";"SterfteTotaal_26";"SterfteRelatief_27";"HuishoudensTotaal_28";"Eenpersoonshuishoudens_29";"HuishoudensZonderKinderen_30";"HuishoudensMetKinderen_31";"GemiddeldeHuishoudensgrootte_32";"Bevolkingsdichtheid_33";"Woningvoorraad_34";"GemiddeldeWOZWaardeVanWoningen_35";"PercentageEengezinswoning_36";"PercentageMeergezinswoning_37";"PercentageBewoond_38";"PercentageOnbewoond_39";"Koopwoningen_40";"HuurwoningenTotaal_41";"InBezitWoningcorporatie_42";"InBezitOverigeVerhuurders_43";"EigendomOnbekend_44";"BouwjaarVoor2000_45";"BouwjaarVanaf2000_46";"GemiddeldElektriciteitsverbruikTotaal_47";"Appartement_48";"Tussenwoning_49";"Hoekwoning_50";"TweeOnderEenKapWoning_51";"VrijstaandeWoning_52";"Huurwoning_53";"EigenWoning_54";"GemiddeldAardgasverbruikTotaal_55";"Appartement_56";"Tussenwoning_57";"Hoekwoning_58";"TweeOnderEenKapWoning_59";"VrijstaandeWoning_60";"Huurwoning_61";"EigenWoning_62";"PercentageWoningenMetStadsverwarming_63";"OpleidingsniveauLaag_64";"OpleidingsniveauMiddelbaar_65";"OpleidingsniveauHoog_66";"Nettoarbeidsparticipatie_67";"PercentageWerknemers_68";"PercentageZelfstandigen_69";"AantalInkomensontvangers_70";"GemiddeldInkomenPerInkomensontvanger_71";"GemiddeldInkomenPerInwoner_72";"k_40PersonenMetLaagsteInkomen_73";"k_20PersonenMetHoogsteInkomen_74";"GemGestandaardiseerdInkomenVanHuish_75";"k_40HuishoudensMetLaagsteInkomen_76";"k_20HuishoudensMetHoogsteInkomen_77";"HuishoudensMetEenLaagInkomen_78";"HuishOnderOfRondSociaalMinimum_79";"HuishoudensTot110VanSociaalMinimum_80";"HuishoudensTot120VanSociaalMinimum_81";"MediaanVermogenVanParticuliereHuish_82";"PersonenPerSoortUitkeringBijstand_83";"PersonenPerSoortUitkeringAO_84";"PersonenPerSoortUitkeringWW_85";"PersonenPerSoortUitkeringAOW_86";"JongerenMetJeugdzorgInNatura_87";"PercentageJongerenMetJeugdzorg_88";"WmoClienten_89";"WmoClientenRelatief_90";"BedrijfsvestigingenTotaal_91";"ALandbouwBosbouwEnVisserij_92";"BFNijverheidEnEnergie_93";"GIHandelEnHoreca_94";"HJVervoerInformatieEnCommunicatie_95";"KLFinancieleDienstenOnroerendGoed_96";"MNZakelijkeDienstverlening_97";"OQOverheidOnderwijsEnZorg_98";"RUCultuurRecreatieOverigeDiensten_99";"PersonenautoSTotaal_100";"PersonenautoSBrandstofBenzine_101";"PersonenautoSOverigeBrandstof_102";"PersonenautoSPerHuishouden_103";"PersonenautoSNaarOppervlakte_104";"Motorfietsen_105";"AfstandTotHuisartsenpraktijk_106";"AfstandTotGroteSupermarkt_107";"AfstandTotKinderdagverblijf_108";"AfstandTotSchool_109";"ScholenBinnen3Km_110";"OppervlakteTotaal_111";"OppervlakteLand_112";"OppervlakteWater_113";"MeestVoorkomendePostcode_114";"Dekkingspercentage_115";"MateVanStedelijkheid_116";"Omgevingsadressendichtheid_117"
"9773";"BU09350401";"Maastricht                              ";"Buurt     ";"BU09350401";"1";"2780";"1315";"1465";"280";"665";"695";"645";"495";"1585";"795";"265";"135";"670";"480";"50";"20";"15";"105";"285";"25";"9";"25";"8";"1620";"940";"360";"325";"1.7";"8430";"1431";"197";"52";"48";"95";"5";"29";"70";"53";"17";"0";"77";"23";"2340";"1800";"2810";"2930";"2720";;"2110";"2880";"900";"770";"980";"1030";"1410";;"930";"830";"18.1";"760";"820";"710";"55";"90";"10";"2200";;"24";"51.9";"13.4";;"62.1";"10.1";"10.1";"10.6";"17";"21";"8.9";"100";"200";"20";"440";;;"280";"101";"220";"0";"20";"35";"25";"15";"65";"35";"20";"910";"795";"120";"0.6";"2765";"45";"0.5";"0.3";"0.3";"0.3";"15.9";"33";"33";"0";"      6221";"1";"1";"3351"
"9774";"BU09350402";"Maastricht                              ";"Buurt     ";"BU09350402";"1";"5455";"2590";"2870";"720";"1090";"1430";"1450";"770";"3205";"1500";"540";"210";"1150";"975";"190";"45";"15";"150";"580";"40";"8";"35";"7";"3025";"1645";"670";"710";"1.8";"4827";"2668";"193";"58";"42";"94";"6";"27";"72";"49";"23";"1";"79";"21";"2380";"1920";"2650";"2790";"3430";;"2200";"2860";"1170";"990";"1250";"1400";"1920";;"1140";"1240";;"1800";"1620";"1070";"55";"88";"12";"4200";"26.7";"22";"56.7";"11.6";"23.6";"64.3";"7.7";"15.7";"15.9";"22.6";"27.9";"3.6";"360";"440";"40";"720";;;"525";"96";"425";"0";"30";"100";"30";"10";"95";"85";"80";"1660";"1480";"180";"0.5";"1462";"90";"0.4";"0.4";"0.4";"0.5";"12";"115";"113";"2";"      6224";"4";"1";"2901"
"9775";"BU09350403";"Maastricht                              ";"Buurt     ";"BU09350403";"1";"3140";"1590";"1555";"400";"560";"830";"760";"580";"1820";"805";"355";"160";"495";"520";"65";"20";"15";"40";"385";"20";"6";"30";"9";"1885";"1100";"395";"390";"1.7";"2453";"1701";"153";"49";"51";"97";"3";"16";"84";"64";"20";"0";"96";"4";"2410";"2120";"2630";"2690";"3260";"4300";"2300";"2950";"1010";"830";"1110";"1310";"1390";"2710";"960";"1300";;"920";"1110";"460";"51";"90";"10";"2600";"22.7";"19.3";"60.3";"4.7";;"75";"2.7";"17.3";"16";"24.6";"31.9";"2.1";"230";"310";"40";"530";;;"365";"116";"205";"0";"25";"50";"15";"10";"50";"25";"30";"1025";"950";"75";"0.5";"801";"85";"0.4";"0.5";"0.7";"0.7";"8.5";"128";"128";"0";"      6222";"1";"3";"1479"
"9776";"BU09350404";"Maastricht                              ";"Buurt     ";"BU09350404";"1";"1910";"950";"960";"195";"580";"385";"450";"295";"1130";"530";"170";"80";"315";"230";"40";"5";"0";"10";"175";"15";"8";"15";"7";"1060";"615";"240";"205";"1.7";"1564";"795";"182";"79";"21";"96";"4";"32";"67";"54";"13";"0";"93";"7";"2610";"2050";"2660";"2810";"3010";"4010";"2330";"3180";"1310";"920";"1260";"1580";"1900";"2750";"1230";"1480";;"470";"960";"180";"55";"89";"11";"1500";;;"60.1";"7.1";;"69.4";"4.4";"12.9";"12.1";"19.6";"23.4";"5";"80";"160";"20";"270";;;"160";"84";"115";"0";"20";"30";"10";"0";"20";"20";"15";"620";"580";"45";"0.6";"509";"60";"1";"1.1";"0.6";"0.6";"6.5";"132";"122";"9";"      6222";"1";"4";"983"
"9777";"BU09350405";"Maastricht                              ";"Buurt     ";"BU09350405";"1";"6525";"3075";"3440";"790";"1265";"1490";"1640";"1335";"3550";"2175";"480";"315";"1340";"580";"40";"30";"15";"35";"460";"45";"7";"65";"10";"3530";"1880";"920";"735";"1.8";"1773";"3252";"283";"54";"46";"92";"8";"54";"46";"20";"26";"1";"90";"10";"2780";"2050";"3000";"3550";"3650";"4490";"2160";"3300";"1490";"980";"1660";"1940";"2070";"2780";"1130";"1790";;"800";"1720";"2670";"61";"84";"16";"4900";"39.5";"32.4";"40.5";"25.4";"32.1";"47.4";"20.9";"5.8";"5.6";"8.7";"10.6";"83.9";"100";"270";"40";"1240";;;"395";"61";"710";"5";"35";"110";"40";"50";"200";"185";"80";"2650";"2265";"385";"0.8";"720";"145";"0.5";"0.6";"0.4";"0.5";"11.7";"368";"368";"0";"      6226";"3";"1";"2543"
"9778";"BU09350406";"Maastricht                              ";"Buurt     ";"BU09350406";"1";"6560";"3150";"3405";"870";"960";"1150";"1985";"1590";"2745";"2915";"455";"440";"945";"505";"20";"10";"15";"30";"425";"40";"6";"115";"18";"2990";"1090";"930";"965";"2.1";"1438";"2762";"309";"80";"20";"96";"4";"68";"32";"24";"7";"0";"87";"13";"3000";"2170";"2990";"3110";"3370";"4770";"2230";"3350";"1400";"900";"1360";"1550";"1780";"2250";"1090";"1540";;"1250";"1950";"1670";"65";"87";"13";"5000";"38.3";"31.6";"37.5";"23.3";"35";"33.5";"25";"4";"4.5";"6.3";"9.1";"184.1";"60";"290";"50";"1480";;;"595";"91";"580";"0";"55";"80";"30";"45";"155";"130";"85";"2935";"2630";"305";"1";"643";"200";"0.5";"0.6";"0.6";"0.8";"7";"457";"456";"1";"      6225";"1";"3";"1015"
"9779";"WK093505  ";"Maastricht                              ";"Wijk      ";"WK093505  ";"1";"2645";"1350";"1295";"270";"250";"550";"810";"765";"1015";"1225";"215";"190";"340";"70";"10";"5";"0";"5";"50";"20";"9";"25";"10";"1355";"505";"520";"335";"1.9";"292";"1312";"243";"88";"12";"96";"4";"71";"29";"15";"13";"0";"96";"4";"3040";"2140";"3070";"3030";"2920";"3810";"2480";"3270";"1630";"980";"1500";"1630";"1670";"2240";"1250";"1780";;"500";"1060";"500";"63";"83";"17";"2300";;"27.8";"44.2";"14.7";;"42";"13.6";"5";"4.5";"7.8";"11.1";"125.8";"40";"170";"20";"720";;;"235";"89";"500";"10";"110";"120";"40";"35";"100";"45";"35";"1610";"1390";"220";"1.2";"178";"165";"1.4";"3.7";"1.3";"1.3";"1.2";"1052";"907";"145";"         .";;"5";"276"
"9780";"BU09350500";"Maastricht                              ";"Buurt     ";"BU09350500";"1";"15";"10";"0";"0";"5";"5";"0";"0";"10";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"77";"0";"0";"10";"10";"5";"5";"1.4";"6";"17";;;;;;;;;;;;;"2850";;;;;;"2520";"3380";"1790";;;;;;"1650";"2010";;;;;;;;"0";;;;;;;;;;;;;;;;;;;;;"260";"0";"75";"95";"25";"25";"35";"5";"0";"150";"95";"55";;;"5";"2.3";"2.2";"1.8";"1.8";"2.8";"222";"203";"19";"      6222";"1";"5";"244"
"9781";"BU09350501";"Maastricht                              ";"Buurt     ";"BU09350501";"1";"1705";"850";"850";"175";"160";"375";"485";"510";"670";"775";"145";"120";"245";"45";"5";"5";"0";"0";"35";"10";"7";"20";"11";"885";"330";"340";"210";"1.9";"579";"848";"218";"85";"15";"98";"2";"65";"34";"19";"15";"1";"95";"5";"2940";"2110";"3050";"2920";"2980";"3760";"2440";"3190";"1560";"900";"1470";"1590";"1730";"2340";"1180";"1750";;"310";"710";"300";"61";"86";"14";"1500";;;"45.8";"13.1";;"45";"10.6";"5";"4.6";"8.3";"11.6";"91.9";"20";"110";"20";"480";;;"160";"94";"125";"5";"20";"10";"10";"10";"30";"20";"20";"910";"815";"95";"1";"309";"70";"0.4";"3.9";"0.5";"0.5";"1";"363";"294";"69";"      6223";"1";"5";"350"
"9782";"BU09350502";"Maastricht                              ";"Buurt     ";"BU09350502";"1";"905";"470";"430";"95";"90";"165";"315";"245";"330";"440";"65";"70";"90";"25";"5";"0";"0";"5";"10";"10";"11";"10";"9";"450";"155";"170";"125";"2";"347";"434";"268";"96";"4";"97";"3";"82";"18";"9";"8";"0";"97";"3";"3210";"2120";"3150";"3360";"2830";"3710";"2520";"3350";"1710";"1230";"1560";"1660";"1590";"2080";"1450";"1770";;"180";"330";"190";"67";"79";"21";"800";;;"41.2";"17.2";;"35.6";"18.9";"4.6";"3.9";"6.7";"10.2";"175";"10";"60";"10";"230";;;"75";"83";"90";"5";"15";"10";"10";"5";"20";"15";"10";"525";"465";"60";"1.2";"201";"90";"3.1";"3.3";"2.8";"2.8";"1.5";"317";"261";"56";"      6223";"1";"5";"145"
"9783";"BU09350503";"Maastricht                              ";"Buurt     ";"BU09350503";"1";"25";"10";"10";"0";"0";"10";"10";"10";"10";"15";"5";"0";"5";"5";"5";"0";"0";"0";"0";"0";"0";"0";"42";"20";"10";"10";"0";"1.5";"16";"13";;;;;;;;;;;;;"4660";;;;;"6370";;"4320";"3100";;;;;"4180";;"3190";;;;;;;;"0";;;;;;;;;;;;;;;;;;;;;"25";"0";"0";"0";"0";"0";"10";"5";"0";"25";"20";"5";;;"0";"1.8";"1.6";"1.2";"1.2";"3.7";"150";"149";"2";"      6222";"1";"5";"226"
"9784";"WK093506  ";"Maastricht                              ";"Wijk      ";"WK093506  ";"1";"20740";"10085";"10655";"2355";"2840";"5195";"5950";"4405";"10135";"7695";"1905";"1010";"3785";"1975";"165";"180";"75";"155";"1400";"155";"8";"235";"11";"10825";"5030";"3125";"2665";"1.9";"2139";"10469";"223";"60";"40";"95";"5";"48";"51";"34";"17";"0";"94";"6";"2570";"1890";"2840";"2990";"3160";"4420";"2120";"3030";"1200";"810";"1260";"1500";"1800";"2470";"970";"1420";;"4340";"6190";"6200";"62";"87";"13";"16700";"32.7";"27.7";"43.2";"16.5";"29.2";"49.2";"13.5";"8.1";"8.2";"12.7";"16.2";"44.7";"530";"1470";"200";"4090";;;"1995";"96";"1930";"10";"205";"385";"135";"110";"440";"415";"235";"8975";"7930";"1045";"0.8";"926";"505";"0.7";"0.7";"0.5";"0.6";"9.7";"1090";"970";"120";"         .";;"2";"1727"
"9785";"BU09350600";"Maastricht                              ";"Buurt     ";"BU09350600";"1";"2000";"965";"1040";"180";"325";"555";"555";"385";"1070";"670";"180";"85";"435";"225";"10";"10";"15";"15";"180";"10";"4";"15";"7";"1210";"700";"285";"220";"1.7";"742";"1192";"239";"38";"62";"82";"18";"45";"54";"14";"40";"1";"100";"0";"2180";"1690";"2640";"3100";"4270";"4680";"1680";"2630";"970";"760";"1150";"1400";"1670";"2480";"790";"1130";;"190";"510";"1140";"58";"88";"12";"1600";;;"37.5";"21.6";;"49.5";"13.1";"6.6";"7.5";"9.6";"10.8";"67.7";"40";"100";"20";"360";;;"120";"60";"510";"5";"55";"100";"40";"40";"130";"110";"30";"1025";"830";"200";"0.8";"380";"45";"0.8";"0.9";"0.4";"0.4";"12.7";"278";"270";"8";"      6229";"1";"2";"1925"
"9786";"BU09350601";"Maastricht                              ";"Buurt     ";"BU09350601";"1";"4420";"2095";"2330";"430";"650";"1010";"1345";"985";"2305";"1480";"410";"230";"760";"375";"35";"35";"10";"25";"270";"30";"7";"75";"18";"2180";"1015";"615";"555";"1.9";"2853";"2226";"222";"58";"42";"96";"4";"43";"57";"42";"15";"0";"92";"8";"2450";"1710";"2840";"3060";"3210";"4400";"2010";"3030";"1190";"810";"1280";"1560";"1880";"2550";"950";"1500";;"1110";"1270";"1160";"63";"88";"12";"3400";"32.3";"27.7";"43.8";"16.4";;"50.9";"14.1";"8.6";"8.8";"14";"17.5";"39.3";"120";"490";"40";"910";;;"625";"141";"305";"0";"25";"50";"20";"20";"75";"75";"40";"1760";"1590";"175";"0.8";"1138";"95";"0.7";"0.8";"0.7";"0.7";"7";"267";"155";"112";"      6229";"1";"3";"1285"
"9787";"BU09350602";"Maastricht                              ";"Buurt     ";"BU09350602";"1";"7280";"3520";"3765";"835";"1000";"1800";"1975";"1670";"3435";"2815";"655";"375";"1315";"640";"70";"30";"30";"60";"445";"65";"9";"60";"8";"3910";"1805";"1180";"925";"1.9";"3403";"3644";"219";"66";"34";"96";"4";"47";"53";"35";"17";"0";"95";"5";"2600";"1970";"2770";"2940";"3000";"4250";"2210";"3040";"1310";"900";"1310";"1570";"1790";"2590";"1090";"1550";;"1510";"2310";"1920";"62";"87";"13";"6000";"30.3";"25.8";"45.9";"14.3";"27.7";"51.7";"11.5";"8.4";"8";"12.7";"17";"32.3";"200";"430";"70";"1560";;;"650";"89";"585";"0";"75";"115";"40";"20";"125";"110";"100";"3025";"2740";"285";"0.8";"1417";"195";"0.6";"0.7";"0.3";"0.6";"11.2";"214";"214";"0";"      6227";"1";"2";"2063"
"9788";"BU09350603";"Maastricht                              ";"Buurt     ";"BU09350603";"1";"5940";"2990";"2960";"755";"735";"1685";"1700";"1070";"2920";"2230";"580";"210";"1105";"655";"50";"100";"25";"50";"430";"50";"8";"45";"8";"3095";"1390";"905";"800";"1.9";"4216";"2991";"188";"62";"38";"98";"2";"52";"48";"39";"9";"0";"100";"0";"2570";"1990";"2840";"2860";"3020";"3910";"2210";"2890";"1100";"750";"1190";"1370";"1780";"2280";"920";"1270";;"1470";"1980";"1420";"62";"88";"12";"4900";"30.7";"25.6";"43.1";"13.6";"28.3";"47.8";"10.9";"8.5";"9.1";"13.7";"17";"42.5";"170";"430";"60";"990";;;"425";"72";"415";"0";"45";"105";"30";"15";"65";"95";"55";"2675";"2380";"295";"0.9";"1892";"150";"0.6";"0.7";"0.4";"0.7";"8.6";"141";"141";"0";"      6228";"1";"2";"1539"
"9789";"BU09350604";"Maastricht                              ";"Buurt     ";"BU09350604";"1";"1090";"525";"570";"150";"125";"150";"375";"295";"405";"495";"80";"110";"170";"80";"0";"5";"5";"0";"75";"5";"4";"35";"33";"430";"125";"140";"165";"2.4";"575";"416";"465";"70";"30";"97";"3";"72";"28";"0";"28";"0";"31";"69";"3810";"2340";"3970";"4420";"4130";"5430";"2410";"4350";"1580";"790";"1640";"1910";"1710";"2500";"930";"1830";;"120";"150";"470";"72";"79";"21";"800";;;"32.3";"41.5";;"26.9";"48.3";"3.1";"3.6";"7.3";"10.7";"349.2";"0";"20";"10";"280";;;"180";"165";"115";"5";"5";"15";"5";"15";"45";"25";"5";"490";"395";"95";"1.1";"258";"20";"0.8";"0.7";"0.8";"1.1";"10.6";"190";"190";"0";"      6228";"3";"2";"1602"
